x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,label
0.23619836568832397,0.6332592964172363,0.28691864013671875,0.6034074425697327,0.29094433784484863,0.5536710619926453,0.24612556397914886,0.5245607495307922,0.20136559009552002,0.51706463098526,0.2842220962047577,0.5019031167030334,0.2825276553630829,0.44618305563926697,0.2785366177558899,0.41005465388298035,0.2723947763442993,0.37952184677124023,0.24208782613277435,0.504033625125885,0.2390587031841278,0.4423592686653137,0.2402210533618927,0.4031558036804199,0.2381792813539505,0.3712998926639557,0.20220127701759338,0.5197120904922485,0.1919417381286621,0.4859676957130432,0.20935150980949402,0.5155916213989258,0.22046329081058502,0.5381144881248474,0.16554419696331024,0.5441558361053467,0.17436236143112183,0.5290737152099609,0.20052912831306458,0.5518766641616821,0.21967075765132904,0.570429265499115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.5554261207580566,0.6039870977401733,0.5307775735855103,0.5832846760749817,0.5277963876724243,0.5520190000534058,0.5505152940750122,0.5310846567153931,0.5782288312911987,0.5224897861480713,0.5346419215202332,0.5383169651031494,0.5345735549926758,0.5098952651023865,0.535040557384491,0.493413507938385,0.5380755662918091,0.47900429368019104,0.5558716654777527,0.5373190641403198,0.554629385471344,0.5055376887321472,0.5486144423484802,0.48588842153549194,0.5452272891998291,0.4712769091129303,0.5746820569038391,0.5428536534309387,0.572994589805603,0.5228870511054993,0.5580840110778809,0.5419175028800964,0.5545341372489929,0.555605947971344,0.592913031578064,0.5526179075241089,0.5843184590339661,0.5365141034126282,0.5729871988296509,0.5505053997039795,0.5727609992027283,0.561791181564331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.20275968313217163,0.5449342727661133,0.2601812779903412,0.5192323923110962,0.29056280851364136,0.4762861132621765,0.26576411724090576,0.4446757733821869,0.22483393549919128,0.4293068051338196,0.25319379568099976,0.4033910632133484,0.25651708245277405,0.3533232808113098,0.2533026933670044,0.32075583934783936,0.2494078278541565,0.29321950674057007,0.21058738231658936,0.40608346462249756,0.21116426587104797,0.3463706970214844,0.2162407636642456,0.31037846207618713,0.21712960302829742,0.2802823483943939,0.1716814935207367,0.4224173426628113,0.17514568567276,0.38034698367118835,0.20140951871871948,0.4131218492984772,0.2142658680677414,0.4434206187725067,0.13639646768569946,0.44773200154304504,0.15433797240257263,0.41960030794143677,0.17903494834899902,0.4428263008594513,0.19109788537025452,0.46678146719932556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.702654242515564,0.5985842347145081,0.6792823672294617,0.5777385234832764,0.6758859753608704,0.5503010749816895,0.7008069753646851,0.5317652225494385,0.7267332077026367,0.5207952857017517,0.6765354871749878,0.5202696323394775,0.6771340370178223,0.4900926947593689,0.6793876886367798,0.47148412466049194,0.6831094622612,0.45555952191352844,0.7012426853179932,0.5204197764396667,0.6999841928482056,0.48318055272102356,0.6982182264328003,0.4618493914604187,0.6984146237373352,0.4446266293525696,0.722973644733429,0.5293903350830078,0.7250845432281494,0.5081408023834229,0.7133802771568298,0.5279820561408997,0.7085062861442566,0.5424697399139404,0.7412890195846558,0.5437518954277039,0.7376109957695007,0.5266063213348389,0.7241426706314087,0.5406501889228821,0.7179364562034607,0.5531169772148132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.7228151559829712,0.5494056940078735,0.6911898851394653,0.5245887637138367,0.6820973753929138,0.49139145016670227,0.7063996195793152,0.4669051170349121,0.7364345788955688,0.45171207189559937,0.7019192576408386,0.44487544894218445,0.709176242351532,0.4022713899612427,0.7147980332374573,0.37733346223831177,0.7224052548408508,0.3563278317451477,0.731999933719635,0.4470007121562958,0.7382523417472839,0.39767342805862427,0.7404233813285828,0.3695991039276123,0.743503212928772,0.3471647799015045,0.7569229602813721,0.4599435329437256,0.7612130045890808,0.4276382327079773,0.7442420125007629,0.44716158509254456,0.7328199744224548,0.4646645784378052,0.777793824672699,0.4795162081718445,0.7667651176452637,0.4610742926597595,0.7467607259750366,0.4651380479335785,0.7313798069953918,0.47058048844337463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.1938694566488266,0.4748084545135498,0.2116696983575821,0.4575478136539459,0.22008952498435974,0.4285616874694824,0.21060867607593536,0.40807148814201355,0.19679096341133118,0.396788090467453,0.2173416018486023,0.3953245282173157,0.21950653195381165,0.3621707260608673,0.21938233077526093,0.3428713381290436,0.21850597858428955,0.32540062069892883,0.20369431376457214,0.39534276723861694,0.20639853179454803,0.3588271737098694,0.2081911414861679,0.337653785943985,0.20817236602306366,0.317876398563385,0.19057193398475647,0.40305468440055847,0.19017340242862701,0.38517385721206665,0.19554734230041504,0.4073444902896881,0.198868989944458,0.4230518341064453,0.17894655466079712,0.4157468378543854,0.18082939088344574,0.40328824520111084,0.187567800283432,0.41935884952545166,0.19259262084960938,0.4337807893753052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.7037853598594666,0.508648693561554,0.6952476501464844,0.49084341526031494,0.6895917057991028,0.4691590666770935,0.698033332824707,0.4525919258594513,0.7137252688407898,0.44193169474601746,0.6891772150993347,0.4472719430923462,0.6844102740287781,0.42564642429351807,0.682357907295227,0.4135229289531708,0.6831096410751343,0.4014469385147095,0.7036343216896057,0.446991890668869,0.6964114308357239,0.42017343640327454,0.6917549967765808,0.40565067529678345,0.6886708736419678,0.3928760290145874,0.7175712585449219,0.45171675086021423,0.7148538827896118,0.43848946690559387,0.7104491591453552,0.45299479365348816,0.707679271697998,0.46342334151268005,0.7309344410896301,0.45892783999443054,0.7276812791824341,0.44522443413734436,0.7243407368659973,0.45429718494415283,0.7230345606803894,0.4633166790008545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.5593889355659485,0.6379350423812866,0.5313975214958191,0.6234233975410461,0.519485592842102,0.601847231388092,0.5332305431365967,0.585269570350647,0.5494937300682068,0.5766679644584656,0.5343520045280457,0.57481449842453,0.5344745516777039,0.5498369336128235,0.5352619886398315,0.5344725251197815,0.5372267365455627,0.5211866497993469,0.5544728636741638,0.5738138556480408,0.5543190240859985,0.5446269512176514,0.5544021725654602,0.5270150899887085,0.5555660724639893,0.513160228729248,0.5729790329933167,0.5793560743331909,0.5748321413993835,0.5589845776557922,0.5667116045951843,0.5732612013816833,0.560532808303833,0.5867009162902832,0.5909332036972046,0.5899392366409302,0.5914474129676819,0.5769500732421875,0.5819553732872009,0.5838744640350342,0.5732914209365845,0.5928416848182678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.3225324749946594,0.6210081577301025,0.35195502638816833,0.6058381795883179,0.35836300253868103,0.5807836055755615,0.33961692452430725,0.5648488402366638,0.3164283037185669,0.5564937591552734,0.3526650667190552,0.5484261512756348,0.355228066444397,0.5219839811325073,0.354900062084198,0.5051979422569275,0.3541301488876343,0.48959749937057495,0.33255940675735474,0.5469998121261597,0.33518466353416443,0.5176810622215271,0.33937329053878784,0.49918562173843384,0.34143126010894775,0.48253875970840454,0.3118979334831238,0.5538422465324402,0.3077739179134369,0.5306860208511353,0.31507614254951477,0.5489524006843567,0.3199508786201477,0.5639513731002808,0.2916371822357178,0.566582977771759,0.2891259491443634,0.5518231391906738,0.2995349168777466,0.5633134841918945,0.3084869086742401,0.5752661228179932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
0.271807998418808,0.5926817655563354,0.29820576310157776,0.5737088322639465,0.31038761138916016,0.5379022359848022,0.29762497544288635,0.512983500957489,0.279096394777298,0.5019687414169312,0.3065586984157562,0.49840787053108215,0.3105148673057556,0.4569791257381439,0.3101513683795929,0.43032801151275635,0.3097895383834839,0.4085043668746948,0.28707361221313477,0.4959433972835541,0.2895928919315338,0.4505552351474762,0.29127195477485657,0.4213767647743225,0.2918662428855896,0.3982763886451721,0.268156498670578,0.5046671628952026,0.2626751959323883,0.4807302951812744,0.2668142020702362,0.5047916173934937,0.27105024456977844,0.5249608755111694,0.25086510181427,0.5207183361053467,0.24678035080432892,0.5074213743209839,0.2516980767250061,0.5238845348358154,0.25722721219062805,0.5389953851699829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two_up
