cecha1,cecha2
5.079988078954941,1.679836237705853
8.16284102502936,3.2783668863804287
5.825889677912611,2.0440128153714223
4.054103249181044,2.6270449990934788
9.363360245154256,4.499793218261269
4.00407951288733,2.8405600394125727
9.355794126198836,3.6429047695812504
8.031081524718992,2.196091439847832
9.645049366208852,4.0896876792046655
3.669212335546977,2.2640630984373558
8.28466003271729,2.399704675971263
8.339781025647863,2.5882103646286394
5.461601562604042,0.778784291474258
9.774837293730856,3.702282514762766
6.061705389313593,2.1892238836790394
8.021863357319022,2.737475851374443
5.830834953558142,1.2939872658337672
3.7279957172550087,2.994691448640711
7.070334498975921,1.7265230566381207
8.56637029479004,3.2493843847176906
6.7325033569307005,1.399271907944941
7.424590918386427,2.371483878299382
9.409836815551149,3.735252127035444
8.598546252493897,4.30051380897658
3.666573244012901,3.6082974254268834
2.3195064747605247,4.011542969896572
7.387705061279913,3.5705170964662347
7.785637124757325,3.643215749484726
8.42543877297722,4.086960257316932
9.003121875713648,4.6685265908553175
3.319540705758309,3.760110467541143
2.4265181309086943,3.788231632165928
4.209809327430099,1.8463636764061122
3.313708822958904,1.8733156197329994
5.3400727982228755,1.1642708395658576
8.44077303398672,3.5690754707661636
2.853238243270275,3.6459388189917448
8.749612418406016,3.4179880105092386
5.435646968835024,1.576022439631136
5.152946771231307,1.6483319432995704
9.389916484490415,4.680446157581301
3.4341802935338435,3.112022534309112
3.4593456040976047,1.9501814118031746
9.250005329153314,3.164440642174926
2.096594390386752,4.980355277505638
5.383270947119659,1.7112828191375122
8.533316641030034,3.508584763569838
3.7594654735868276,3.382870338847755
5.610718721650878,2.3087445209692676
4.128460916007921,2.2650546806323306
5.825191389303554,1.6380972789705361
8.642959928663053,3.8688960410652404
8.930564747942523,3.568421689905408
4.376547887824858,2.672919585538967
4.229954403221783,2.5897557406554084
3.0322930687907808,2.717123588485191
7.59149501873717,2.1353479386308694
5.901956644477867,1.7322105366326912
4.253369728753105,1.6048400835714804
7.867923428134938,3.209161031600715
9.779210596121683,2.9495184684614837
8.635859288085873,4.116213737104776
5.99860819155804,0.813312882293161
9.404166545324879,4.770215210745599
5.855206864878461,1.675565109286917
7.967748641697446,2.0271110552454052
3.86314342968415,1.56990268521292
5.014027441941804,1.1464659298828614
9.536277326067978,4.6135905281378555
7.982867957500986,2.4517740858812607
3.305087607465218,2.7027758833115856
2.986875397954448,3.3171133446322196
8.114092085398035,3.03508352513469
5.342621206350616,1.8122814471109996
2.972778638744508,1.3536501268698964
5.171909435550402,1.4799723694874505
2.657888250875177,3.5499250957057185
7.857131760687232,2.8498593033176736
3.099543665033302,2.2284726155206878
9.218652772197856,2.2057737919266422
4.997855996100657,1.7191241911813768
6.633315134369135,3.066145878856197
8.88443233743342,4.960928961800725
6.184915897697865,1.7964042101443434
5.58739915892004,0.895246480771756
3.301469552391703,2.6576479415378276
4.432118440328914,2.3426011316896114
7.165376677249142,1.7242728125621787
4.910473140427143,2.1849302781274265
6.6734730769635995,1.5370264009745134
8.567150561021432,2.569858306113173
3.9174978282058293,2.3636137226900242
7.235979260227307,1.2819253896757727
3.831926756891167,2.833008272640483
7.595932155436563,2.183265765827577
6.353363279569368,0.32341966654147747
6.87780176813696,2.0154026925446313
6.610200379755361,1.4976117501290713
8.222026710746515,2.6409862386072747
8.233612779917532,3.457996554435832
8.566621907818718,4.056887066403206
3.302203735092011,3.233629923113797
8.384275056338737,2.9829293409195574
5.492898380823939,1.5657246319540727
2.7841104286052167,5.5027905712238665
2.6414555171785685,2.793994700710246
6.760500694847381,1.1831157900235785
2.654681191056007,4.849007480891776
3.4601195474948785,3.917860638748679
3.626152799327227,3.740721906068375
5.781720888410198,1.5144167452394597
6.906791947099635,1.7388530818098065
8.30213160287953,2.8091652840681487
