x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.2787623107433319,0.5568354725837708,0.28377169370651245,0.519119918346405,0.3078548312187195,0.4781433045864105,0.32586145401000977,0.4439740478992462,0.3263305723667145,0.41722357273101807,0.3569529950618744,0.4752924144268036,0.41092172265052795,0.4889284372329712,0.3911300301551819,0.5007086396217346,0.36904895305633545,0.5000329613685608,0.36571916937828064,0.49748116731643677,0.4183552861213684,0.5073400139808655,0.3961734175682068,0.518822968006134,0.37492817640304565,0.5179004669189453,0.37236616015434265,0.5229039192199707,0.42466509342193604,0.5273550152778625,0.4051293730735779,0.5368479490280151,0.3813363015651703,0.5380610227584839,0.3784179091453552,0.548342764377594,0.43258345127105713,0.5527708530426025,0.4667285084724426,0.5572547316551208,0.49529367685317993,0.5571680068969727,call
0.5878574252128601,0.5301684141159058,0.5920783281326294,0.4981977939605713,0.5752903819084167,0.4662366509437561,0.5621088743209839,0.4420803189277649,0.5676178932189941,0.42277467250823975,0.5629254579544067,0.4714544415473938,0.5249385833740234,0.4703727960586548,0.5324969291687012,0.477620929479599,0.5460719466209412,0.47867724299430847,0.5529532432556152,0.48894405364990234,0.518415093421936,0.48724550008773804,0.5295131206512451,0.49237632751464844,0.5431360602378845,0.4943096935749054,0.5428909063339233,0.5067114233970642,0.5110244750976562,0.5043398141860962,0.5192621946334839,0.5089784264564514,0.5306307077407837,0.510526180267334,0.5355430245399475,0.5223437547683716,0.5040403604507446,0.5208936333656311,0.50227290391922,0.5243159532546997,0.5038883090019226,0.5258974432945251,call
0.260440856218338,0.5410485863685608,0.26987224817276,0.5027691125869751,0.2898569703102112,0.47159942984580994,0.30736109614372253,0.4474003314971924,0.3104575574398041,0.42684751749038696,0.3444919288158417,0.47044193744659424,0.3883817195892334,0.4830906391143799,0.3846530318260193,0.4964127540588379,0.3746199607849121,0.5011065602302551,0.35412028431892395,0.49214139580726624,0.3996586799621582,0.5050817728042603,0.38801294565200806,0.5166834592819214,0.3722497224807739,0.5180932879447937,0.35748744010925293,0.5159607529640198,0.4026426672935486,0.523322582244873,0.3906514048576355,0.5325096845626831,0.3738824725151062,0.5335632562637329,0.3561013340950012,0.5397975444793701,0.40072911977767944,0.5429897904396057,0.42584317922592163,0.5467401146888733,0.44670331478118896,0.5466964840888977,call
0.7389818429946899,0.484402596950531,0.7130131125450134,0.4234662652015686,0.6714004278182983,0.37604889273643494,0.6434770226478577,0.33850499987602234,0.6384990811347961,0.30077677965164185,0.6531698107719421,0.36048969626426697,0.5846401453018188,0.3821386992931366,0.5941421985626221,0.4067625403404236,0.6140299439430237,0.40901052951812744,0.6556974053382874,0.3886082172393799,0.5857692360877991,0.42600739002227783,0.6001753211021423,0.4447339177131653,0.618786633014679,0.4449215233325958,0.6563217043876648,0.4271400570869446,0.5931870937347412,0.45689117908477783,0.6062033176422119,0.47263574600219727,0.6231642961502075,0.4735690653324127,0.6606925129890442,0.4699649214744568,0.6086613535881042,0.4909732937812805,0.5894384980201721,0.5030299425125122,0.5745099186897278,0.5074790716171265,call
0.4339366555213928,0.4903682470321655,0.4682578444480896,0.46622467041015625,0.5034937262535095,0.44495123624801636,0.5240268707275391,0.42558902502059937,0.5191494226455688,0.40284964442253113,0.5461143255233765,0.4631272554397583,0.5748081803321838,0.4945005476474762,0.5544392466545105,0.4982476234436035,0.5385364294052124,0.49186617136001587,0.5390721559524536,0.48235347867012024,0.5661044716835022,0.5120000839233398,0.5470142364501953,0.5141279697418213,0.5321741700172424,0.507451593875885,0.5286568999290466,0.5009948015213013,0.5550411343574524,0.5268802046775818,0.5396395325660706,0.5274723768234253,0.5265280604362488,0.5207582116127014,0.5155378580093384,0.5190565586090088,0.5430689454078674,0.5425620675086975,0.5576223731040955,0.5565665364265442,0.5730091333389282,0.5659164190292358,call
0.7038887143135071,0.5600048303604126,0.6908395290374756,0.501312792301178,0.6660852432250977,0.4511094093322754,0.6483033299446106,0.4120709300041199,0.6459008455276489,0.3771378993988037,0.6502877473831177,0.4490359127521515,0.5956512689590454,0.4567544162273407,0.6006932854652405,0.4747607707977295,0.6153337955474854,0.4776892364025116,0.6487009525299072,0.47593486309051514,0.594245433807373,0.49154186248779297,0.6048892736434937,0.5047163963317871,0.6195344924926758,0.5063854455947876,0.6455238461494446,0.5056813359260559,0.5982633233070374,0.5192705392837524,0.6075292825698853,0.5286180973052979,0.6204378604888916,0.5292558670043945,0.6437018513679504,0.5364006161689758,0.6016529202461243,0.5464464426040649,0.5882695913314819,0.5509344935417175,0.5778241753578186,0.5499807596206665,call
0.4766910672187805,0.550174355506897,0.4877147674560547,0.5013424754142761,0.5098648071289062,0.45536068081855774,0.52407306432724,0.4197498559951782,0.5234678983688354,0.38756802678108215,0.5363346338272095,0.4589647352695465,0.5793317556381226,0.47594916820526123,0.5663886666297913,0.4904883801937103,0.5505058169364929,0.48965057730674744,0.5411006212234497,0.4890359938144684,0.577046811580658,0.5119261741638184,0.561564028263092,0.5227043628692627,0.5486987829208374,0.5199952125549316,0.5445145964622498,0.5208576917648315,0.5769475102424622,0.5393745303153992,0.5633847713470459,0.5466283559799194,0.550136387348175,0.542186439037323,0.5477272272109985,0.5525332093238831,0.585085391998291,0.5519618391990662,0.6077590584754944,0.5550858378410339,0.6286834478378296,0.5542057156562805,call
0.5952706336975098,0.4457283318042755,0.5815361142158508,0.41487398743629456,0.5533573031425476,0.38719820976257324,0.5298307538032532,0.36453500390052795,0.5230323672294617,0.345069944858551,0.5190799236297607,0.3918640613555908,0.48668989539146423,0.40643635392189026,0.49717646837234497,0.41665318608283997,0.5126050114631653,0.42208966612815857,0.510029137134552,0.40770137310028076,0.48409759998321533,0.4226006269454956,0.4968215227127075,0.4306928813457489,0.5113997459411621,0.43442440032958984,0.5069472789764404,0.42622482776641846,0.47983938455581665,0.4365655481815338,0.4918450713157654,0.44385698437690735,0.5072259306907654,0.44754788279533386,0.5084549188613892,0.4460638165473938,0.4690874516963959,0.4469040632247925,0.4468533992767334,0.45020177960395813,0.4285450577735901,0.4520491361618042,call
0.25167161226272583,0.6242353916168213,0.25754642486572266,0.5871461033821106,0.27742066979408264,0.550490140914917,0.28802770376205444,0.522240400314331,0.28342196345329285,0.4997982084751129,0.32226258516311646,0.5517478585243225,0.3640294671058655,0.5590562224388123,0.3484388589859009,0.569933295249939,0.3283396065235138,0.5705992579460144,0.3319033980369568,0.5748541355133057,0.36612606048583984,0.5801584124565125,0.35067784786224365,0.5892769694328308,0.33261552453041077,0.5908575057983398,0.338019460439682,0.5989208221435547,0.36530959606170654,0.6008030772209167,0.35145488381385803,0.6083735823631287,0.333530992269516,0.6102478504180908,0.3430842459201813,0.6215560436248779,0.386581689119339,0.6162508130073547,0.4133639335632324,0.6151683330535889,0.43457669019699097,0.6117489337921143,call
0.341508686542511,0.5026686787605286,0.37736237049102783,0.45916903018951416,0.4450382590293884,0.41225239634513855,0.4826591908931732,0.3699897825717926,0.48492515087127686,0.3276599049568176,0.4615492820739746,0.4228946268558502,0.5646660923957825,0.45821601152420044,0.5304926633834839,0.4685342609882355,0.4990288317203522,0.46004846692085266,0.44813457131385803,0.45753636956214905,0.5553151965141296,0.4911917746067047,0.5198513269424438,0.49944934248924255,0.4857119917869568,0.49213555455207825,0.4349726736545563,0.4949498772621155,0.5357484817504883,0.5221220254898071,0.5063577890396118,0.5265406966209412,0.4695572853088379,0.5183178782463074,0.42587414383888245,0.5314868092536926,0.5079712867736816,0.5519588589668274,0.5611283183097839,0.5651812553405762,0.6050199270248413,0.571639895439148,call
0.6212190389633179,0.3463374674320221,0.6155962944030762,0.3089394271373749,0.5997079610824585,0.2800740897655487,0.5889845490455627,0.25269293785095215,0.5989646315574646,0.23233851790428162,0.5467403531074524,0.2680363059043884,0.5216925740242004,0.2793901562690735,0.5322360396385193,0.2913095951080322,0.5455043911933899,0.2997147738933563,0.528176486492157,0.28480613231658936,0.511625349521637,0.3026387393474579,0.5250991582870483,0.3126474618911743,0.5381237864494324,0.3202255666255951,0.517927885055542,0.3063367009162903,0.5010069012641907,0.3210848271846771,0.5146623849868774,0.3308529853820801,0.5301278233528137,0.338714599609375,0.5143498182296753,0.3292055130004883,0.47191721200942993,0.3334299921989441,0.44328048825263977,0.3378821015357971,0.41866904497146606,0.3400568962097168,call
0.4976624548435211,0.5254761576652527,0.4857216477394104,0.5044695734977722,0.47056347131729126,0.4888213872909546,0.46386483311653137,0.4747912585735321,0.4683665633201599,0.46306806802749634,0.44886428117752075,0.48000872135162354,0.4192802906036377,0.49485212564468384,0.41968604922294617,0.5070653557777405,0.4248383641242981,0.5152932405471802,0.4446926712989807,0.4867340624332428,0.41462501883506775,0.5072653889656067,0.4191800355911255,0.5182472467422485,0.4258236885070801,0.5264425873756409,0.4411085247993469,0.49663037061691284,0.41409972310066223,0.5153002738952637,0.41880229115486145,0.526232123374939,0.42571768164634705,0.5336481928825378,0.43971988558769226,0.5087299346923828,0.4125801622867584,0.52048259973526,0.3996540904045105,0.5275360345840454,0.38755038380622864,0.5323044061660767,call
0.6852448582649231,0.5048407316207886,0.6851468086242676,0.46859678626060486,0.6673714518547058,0.4339556097984314,0.6514917612075806,0.4064129889011383,0.6544215083122253,0.3867335319519043,0.6286075115203857,0.4272362291812897,0.595507800579071,0.4372607171535492,0.6017706394195557,0.44937604665756226,0.6143789291381836,0.45731398463249207,0.6098085641860962,0.44271203875541687,0.5864472985267639,0.4605002701282501,0.5958916544914246,0.4713808596134186,0.60912024974823,0.47807249426841736,0.5963054895401001,0.4625707268714905,0.5728166103363037,0.4748115837574005,0.582606852054596,0.4843616783618927,0.5978989601135254,0.4914022982120514,0.5865780711174011,0.48427271842956543,0.5444163084030151,0.4810153543949127,0.5184611678123474,0.48131120204925537,0.49891382455825806,0.48057809472084045,call
0.7715919613838196,0.550745964050293,0.7357982397079468,0.5055679678916931,0.6831651926040649,0.4800594747066498,0.6433959603309631,0.4632010757923126,0.63338303565979,0.446781724691391,0.6478585004806519,0.4726181626319885,0.6133833527565002,0.5029066205024719,0.6288083791732788,0.5145297646522522,0.6454495787620544,0.515556275844574,0.6432896256446838,0.493333637714386,0.6130168437957764,0.5301310420036316,0.6308886408805847,0.5392218232154846,0.6475533843040466,0.5412435531616211,0.6445847749710083,0.5174108147621155,0.6107369661331177,0.547435998916626,0.6271722316741943,0.5557408928871155,0.6453006267547607,0.5576052665710449,0.6494236588478088,0.5428241491317749,0.5993759632110596,0.5522122979164124,0.5715662240982056,0.5560118556022644,0.5462784767150879,0.5579927563667297,call
